utt,labels,tokenized
CH management meeting remembers medic technical exchange is B6 lunch is F4 and what was that final one transporter management and management building management meeting that's 15 minutes what you want to do,"['Room', 'Room', 'Medic', 'Meeting', 'Meeting', 'Transporter']","[3, 3, 6, 9, 9, 5]"
let's prioritize those ones I'm I know B6 will have severe damage so we might want to rush that one,"['Room', 'YesNoQuestion']","[3, 18]"
and then what was the room number for the lunch room B,"['Meeting', 'Precedence']","[9, 11]"
F4 and then the technical exchange was B4,"['Room', 'Room', 'Precedence']","[3, 3, 11]"
B6 B6 got it so yeah those are the critical two or more attendees,"['Room', 'Room', 'CriticalVictim']","[3, 3, 1]"
brother,['0'],[0]
our tennis player has one red as we go,['0'],[0]
all right,['0'],[0]
yep,['0'],[0]
correct yeah,['0'],[0]
engineer will rush to B6 to try and clear the rubble there,"['Room', 'Plan', 'Engineer', 'Rubble']","[3, 20, 4, 7]"
I'm going to go to A2 and A4 those were the ones without victim so my go ahead and start marking things down so get those out of the way,"['Room', 'Room', 'Plan', 'Plan', 'Move', 'Move', 'Victim']","[3, 3, 20, 20, 10, 10, 2]"
You Back by letting you be my friend,['0'],[0]
A1 B2 and A4 also have damages so be careful if you hadn't side engineer,"['Room', 'Room', 'Room', 'Engineer']","[3, 3, 3, 4]"
E4,['Room'],[3]
transporter here where are you guys at the moment,['Transporter'],[5]
B6,['Room'],[3]
six,['0'],[0]
transporter here I'm just going to go around and just kind of start marking anything I can,['Transporter'],[5]
you move these out into the hallway for you,"['Move', 'Move']","[10, 10]"
B6 is cleared,['Room'],[3]
transporter coming over to pick up those victims,"['Transporter', 'Victim']","[5, 2]"
B5 full Rubble checking out,"['Room', 'Rubble']","[3, 7]"
transporter room checking out,['Transporter'],[5]
transporter moving victim 12 Zone C,"['Transporter', 'Victim']","[5, 2]"
B5 looking clear,['Room'],[3]
yeah let's go to B2 engineer said to medic,"['Room', 'Engineer', 'Instruction', 'Medic', 'Move']","[3, 4, 19, 6, 10]"
transporter building victim lunch is of C player this is medic should we try going to release you yeah let's die B2,"['Room', 'Medic', 'Meeting', 'Transporter', 'Victim', 'YesNoQuestion']","[3, 6, 9, 5, 2, 18]"
B2,['Room'],[3]
go ahead and clear these are in search for you guys B3 and B4 the victims detected,"['Room', 'Room', 'Victim']","[3, 3, 2]"
go ahead and clear these are in search for you guys B3 before there's no victim is detected,"['Room', 'KnowledgeSharing', 'Victim', 'Precedence']","[3, 13, 2, 11]"
Pizza Clear,['0'],[0]
E2 clear victim just outside with a marker,"['Room', 'MarkerBlock', 'Victim']","[3, 8, 2]"
engineer asking have you been able to check A3 yet transporter,"['Room', 'Engineer', 'Search', 'Transporter']","[3, 4, 15, 5]"
engineer asking help you been able to check A3 yet transporter,"['Room', 'Engineer', 'Search', 'Transporter']","[3, 4, 15, 5]"
A3 has not been checked yet now,['Room'],[3]
found critical and state critical and normal victim and a three,"['KnowledgeSharing', 'Victim']","[13, 2]"
unblocking,['0'],[0]
other said,['0'],[0]
A3 has not been checked yet found critical and state critical and normal E3 block other side,"['Room', 'Room']","[3, 3]"
transporter just taking this critical victim does Zone C real quick while you guys do that,"['CriticalVictim', 'Transporter']","[1, 5]"
transporter just taken us a critical victim dogs and C real quick what you guys do that,"['CriticalVictim', 'Transporter']","[1, 5]"
do you know the,['YesNoQuestion'],[18]
type A taking up to Zone a North,['Victim'],[2]
do you know the medic says that the sun is a type A and then taking up to the Zone pain or medic,"['Medic', 'Medic', 'Precedence', 'Precedence', 'Victim', 'YesNoQuestion']","[6, 6, 11, 11, 2, 18]"
taking the critical victim here I transport a second critical victim to Zone C,"['CriticalVictim', 'CriticalVictim']","[1, 1]"
victim here transported taking critical block to the Zone C,['Victim'],[2]
engineer,['Engineer'],[4]
yeah sounds like a good idea so transporter going over to D4,"['Room', 'Move', 'Transporter']","[3, 10, 5]"
and you're headed over to D4 as well,"['Room', 'Move']","[3, 10]"
speaking should we continue E4 or F4 next to as we go they are high priority areas yeah that's a good idea so changing room,"['Room', 'Room', 'YesNoQuestion']","[3, 3, 18]"
we do have a critical victim in here detected so critical in a regular victim at D4,"['CriticalVictim', 'Room', 'KnowledgeSharing', 'Victim', 'Victim']","[1, 3, 13, 2, 2]"
transporter is indeed stuck,"['HelpRequest', 'Transporter']","[16, 5]"
open D4,['Room'],[3]
yep got SOS symbol placed oh yeah,['0'],[0]
we have two victims in this room here critical and regular,"['KnowledgeSharing', 'Victim']","[13, 2]"
critical,['0'],[0]
spotted two victims over in B1 going to bring them out to the hallway,"['Room', 'Victim']","[3, 2]"
transporter just took the critical victim to Zone C,"['CriticalVictim', 'Transporter']","[1, 5]"
Markham room is clear,['0'],[0]
victims over and B1 going to bring them out of the hallway critical type B transporter just have the critical victim to die C Martin room is clear,"['Room', 'CriticalVictim', 'Transporter', 'Victim', 'Victim']","[3, 1, 5, 2, 2]"
so transporter entering H1 we do have A2 regular victims in H1,"['Room', 'Move', 'Room', 'Room', 'KnowledgeSharing', 'Victim', 'Transporter', 'Victim']","[3, 10, 3, 3, 13, 2, 5, 2]"
transporter,['Transporter'],[5]
transporter taken B,['Transporter'],[5]
and engineer has place to non-criticals in the main hallway,['Engineer'],[4]
transporter has transported type V victim,"['Transporter', 'Victim']","[5, 2]"
engineer marking B1 is clear,"['Room', 'Engineer']","[3, 4]"
marking H1 is clear,['Room'],[3]
did your best like yeah only at 9:48 50,['0'],[0]
weather,['0'],[0]
they'll be better for transporter if you can bring type A over from main hallway up,"['Plan', 'Transporter', 'Victim', 'Victim']","[20, 5, 2, 2]"
right here this is a Type A,['Victim'],[2]
if nearby correct thank you,['0'],[0]
GRE,['0'],[0]
we have A2 victims and D2 I believe,"['Room', 'Room', 'KnowledgeSharing', 'Victim']","[3, 3, 13, 2]"
just regular victims,"['Victim', 'Victim']","[2, 2]"
the transporter is a,['Transporter'],[5]
bringing outside for transport,['Transporter'],[5]
transporter is grab the type a patient,"['Transporter', 'Victim', 'Victim']","[5, 2, 2]"
Marcus clear,['0'],[0]
I did pretty well they're only allowed to grade you on talking about is that was great at no don't have time to enter that room I took a course that's not true if I remember correctly,['Move'],[10]
transported here any other victims any transporting,"['Transporter', 'Victim']","[5, 2]"
so far so good,['0'],[0]
that's good,['0'],[0]
D3 clear,['Room'],[3]
okay looks like d is good,['0'],[0]
transporter right behind you,['Transporter'],[5]
F4 is moderately dangerous,['Room'],[3]
but I mean I'll never need to know it right practice will be like here I'll speak music Community instead did they change that for every Institute,"['Plan', 'Plan', 'YesNoQuestion']","[20, 20, 18]"
right behind you,['0'],[0]
F4 transporter on the way,"['Room', 'Transporter']","[3, 5]"
and everybody basically applying for working Visa yeah and no,['0'],[0]
this is the one right outside of f4 here right,['Room'],[3]
what type c I'm grabbing that one,['CriticalVictim'],[1]
you sure and double-check easy,['0'],[0]
I'll transport just got the type C victim go into the Zone in the south,"['CriticalVictim', 'Plan', 'Victim']","[1, 20, 2]"
not at the moment from engineer,['Engineer'],[4]
transporter here anyone have any buddies I need transporting or patients rather so transport is going down the hall of I and J,"['Move', 'Transporter', 'Transporter', 'Victim']","[10, 5, 5, 2]"
I'll mark the rims that help victims,"['Plan', 'Instruction', 'RescueInteractions', 'Victim']","[20, 19, 12, 2]"
yeah so technically that wasn't a u.s. territory right but if you're on US military bases considered yeah I think I saw was probably a move yeah,['0'],[0]
we do have a critical victim A2 i3,"['Room', 'CriticalVictim', 'Room']","[3, 1, 3]"
critical victim in F2 as well,"['CriticalVictim', 'Room']","[1, 3]"
yep I do see that,['0'],[0]
F2 marked,['Room'],[3]
hope map condom,['0'],[0]
Up Is Down,['0'],[0]
yeah there must be an exception for military at the time it was like your kids are no longer techniques like an A B B and I forgot it was Ted Cruz or like or Santorum,['0'],[0]
push it honestly nobody likes us I was explaining to move explains why Texas,['0'],[0]
it's all red engineer we're going to need you here at I3 I believe,"['Engineer', 'Room']","[4, 3]"
on my way,['Move'],[10]
oh actually never mind,['0'],[0]
they were not meeting,['Meeting'],[9]
type a transport grabbing type B victim,"['Transporter', 'Victim', 'Victim', 'Victim']","[5, 2, 2, 2]"
it was stupid enough to believe that they in any way clear ground except C,['0'],[0]
oh actually we do need you here Medic or engineer at i3,"['Engineer', 'Room']","[4, 3]"
engineer en route,['Engineer'],[4]
maybe that was like 10 years ago,['0'],[0]
it's going to be I believe,['0'],[0]
right here,['0'],[0]
it's going to be the very last hallway on the right I believe,['ReportLocation'],[14]
is this room clear,['0'],[0]
that was good,['0'],[0]
this one still has a victim,"['KnowledgeSharing', 'Victim']","[13, 2]"
medic do you remember what the first victim was is Type C right,"['CriticalVictim', 'Medic', 'Victim', 'YesNoQuestion']","[1, 6, 2, 18]"
type B,['Victim'],[2]
transporter just dropped off type B victim,"['Transporter', 'Victim', 'Victim']","[5, 2, 2]"
stupid people who are poor think that it does he keep going for building building L1 damage B at building their I'm going to be the next building transporter just dropped off building stairs,"['Room', 'Transporter', 'YesNoQuestion']","[3, 5, 18]"
I4 I believe,['Room'],[3]
I4 seems to still have a non critical in it,['Room'],[3]
I think it's not just s or anything maybe more so but lately I think there's just weird cultural lunch red spots well there is because like not excessively but shouldn't you respect,['Meeting'],[9]
type B outside the entrance transport on the way to take that,"['Transporter', 'Victim']","[5, 2]"
civilian air was able to do that likes shouldn't that be something that red nose and ears were boring very rich that's actually true a lot of like Zuckerberg wasn't he wasn't clear when his parents like,['0'],[0]
map a cup clearing room,['0'],[0]
transporter go into the closer type B area,"['Transporter', 'Victim']","[5, 2]"
engineer checking j4,"['Engineer', 'Room']","[4, 3]"
looks clear,['0'],[0]
will do,['0'],[0]
the transporter here I'm going to go check the ches and Ells we do have a critical victim here that marked on the map L3,"['CriticalVictim', 'Plan', 'KnowledgeSharing', 'Room', 'Transporter']","[1, 20, 13, 3, 5]"
okay,['0'],[0]
marked,['0'],[0]
lot of advantages than starting straight up and will be born better I tried and it didn't work so here we are after work for a little bit better,['Precedence'],[11]
you said L3 has critical,['Room'],[3]
correct L3 and K1 same Hall,"['Room', 'Room']","[3, 3]"
okay,['0'],[0]
I have it marked on the map as well,['0'],[0]
critical is ready for transport and I J hallway,['Transporter'],[5]
transporter on the way,['Transporter'],[5]
no because he's apparently like my yeah,['0'],[0]
it's a  lunch lady words,['Meeting'],[9]
transporting critical victim,['CriticalVictim'],[1]
got lots of victims in here,"['KnowledgeSharing', 'Victim']","[13, 2]"
oh yeah do they found the commons there,['YesNoQuestion'],[18]
I'll take non critical outside,['Plan'],[20]
nope,['0'],[0]
transporter take a nap,"['Instruction', 'Transporter']","[19, 5]"
actually like for the longest time gay culture was all associate trans people die is really gonna go visit your hometown you have a lot of them bigger goddamn it sounds pretty conservative take me to a place with a little B sounds like a rap song,['0'],[0]
running down to L3 L3 is,"['Room', 'Room', 'Move']","[3, 3, 10]"
that was I think when my innocence got fully shattered I saw this really old probably Charlie going to die also,['0'],[0]
has critical,['0'],[0]
transport I'm just going to go around and check all the M rooms real fast,"['Search', 'Transporter']","[15, 5]"
bringing non critical outside,['0'],[0]
we have a critical victim at M3,"['CriticalVictim', 'KnowledgeSharing', 'Room']","[1, 13, 3]"
I'll start moving critical to critical North,['Plan'],[20]
