utt,extractions
so I'm going to go into,"[{'arguments': {'target': [{'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 19, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 17}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 19, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'DeliberateFutGALLUP', 'span': 'going to go', 'start_offset': 8}]"
pass,[]
this is medic and I'm going to go into one does that sound good,"[{'attachments': [], 'end_offset': 64, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement2', 'span': 'sound good', 'start_offset': 54}, {'arguments': {'target': [{'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [4], 'text': 'I'}, {'value': 'future'}], 'end_offset': 34, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 32}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [4], 'text': 'I'}, {'value': 'future'}], 'end_offset': 34, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'DeliberateFutGALLUP', 'span': 'going to go', 'start_offset': 23}, {'attachments': [], 'end_offset': 14, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 9}]"
yeah I think so,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}]"
yeah and then we just move our way forward through there okay M3 is a,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}, {'attachments': [], 'end_offset': 62, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 58}, {'attachments': [], 'end_offset': 65, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 63}, {'arguments': {'second': [{'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [3], 'text': 'we'}], 'end_offset': 27, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'move', 'start_offset': 23}]}, 'attachments': [], 'end_offset': 27, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then we just move', 'start_offset': 10}]"
do you call it a threat room so I'll put down a sign there,"[{'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 41, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'put', 'start_offset': 38}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [8], 'text': 'I'}, {'value': 'future'}], 'end_offset': 41, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will put', 'start_offset': 34}, {'attachments': [], 'end_offset': 29, 'labels': ['ThreatRoom', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'threat_room_toke', 'span': 'threat room', 'start_offset': 18}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 12, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'call', 'start_offset': 8}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [1], 'text': 'you'}], 'end_offset': 12, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'do you call', 'start_offset': 1}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
M1 has a lot of rubble in it,"[{'attachments': [], 'end_offset': 3, 'labels': ['M1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m1', 'span': 'M1', 'start_offset': 1}, {'attachments': [], 'end_offset': 23, 'labels': ['Rubble', 'Obstacle', 'EventLike', 'Concept'], 'rule': 'rubble_detection', 'span': 'rubble', 'start_offset': 17}]"
okay I'm coming,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 16, 'labels': ['OnMyWay', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'coming_on_my_way_token', 'span': 'I am coming', 'start_offset': 6}]"
oh actually I just need you for to wake up Thursday become like common game,[]
habit,[]
okay and then I'm going to do,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'arguments': {'target': [{'attachments': [{'value': 'future'}], 'end_offset': 30, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'do', 'start_offset': 28}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [3], 'text': 'I'}, {'value': 'future'}], 'end_offset': 30, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'DeliberateFutGALLUP', 'span': 'going to do', 'start_offset': 19}, {'arguments': {'second': [{'arguments': {'target': [{'attachments': [{'value': 'future'}], 'end_offset': 30, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'do', 'start_offset': 28}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [3], 'text': 'I'}, {'value': 'future'}], 'end_offset': 30, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'DeliberateFutGALLUP', 'span': 'going to do', 'start_offset': 19}]}, 'attachments': [{'value': 'future'}], 'end_offset': 30, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then I am going to do', 'start_offset': 10}]"
it's for transporter,"[{'attachments': [], 'end_offset': 21, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 10}]"
this is the medic should I go into M3 or will I get stuck in there or actually your room,"[{'arguments': {'location': [{'attachments': [], 'end_offset': 67, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 62}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [11], 'text': 'I'}, {'value': 'future'}], 'end_offset': 67, 'labels': ['AmTrapped', 'HelpRequest', 'Need', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'trapped_A', 'span': 'stuck in there', 'start_offset': 53}, {'arguments': {'target': [{'attachments': [], 'end_offset': 38, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 36}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [5], 'text': 'I'}], 'end_offset': 38, 'labels': ['Enter', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'enter_into_action', 'span': 'go into M3', 'start_offset': 28}, {'attachments': [], 'end_offset': 38, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 36}, {'attachments': [], 'end_offset': 18, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 13}, {'arguments': {'location': [{'attachments': [], 'end_offset': 67, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 62}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [11], 'text': 'I'}, {'value': 'future'}], 'end_offset': 67, 'labels': ['Stuck', 'ReportStatus', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'i_am_stuck', 'span': 'stuck in there', 'start_offset': 53}, {'arguments': {'location': [{'attachments': [], 'end_offset': 67, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 62}], 'topic': [{'arguments': {'location': [{'attachments': [], 'end_offset': 67, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 62}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [11], 'text': 'I'}, {'value': 'future'}], 'end_offset': 67, 'labels': ['AmTrapped', 'HelpRequest', 'Need', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'trapped_A', 'span': 'stuck in there', 'start_offset': 53}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [11], 'text': 'I'}, {'value': 'future'}], 'end_offset': 67, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'will I get stuck in there', 'start_offset': 42}, {'arguments': {'location': [{'attachments': [], 'end_offset': 38, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 36}], 'topic': [{'arguments': {'target': [{'attachments': [], 'end_offset': 38, 'labels': ['M3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_m3', 'span': 'M3', 'start_offset': 36}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [5], 'text': 'I'}], 'end_offset': 38, 'labels': ['Enter', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'enter_into_action', 'span': 'go into M3', 'start_offset': 28}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [5], 'text': 'I'}], 'end_offset': 38, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'should I go into M3', 'start_offset': 19}]"
you can go in and then I can clear out the way,"[{'arguments': {'topic': [{'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 11, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 9}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 11, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can go', 'start_offset': 5}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 35, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'clear', 'start_offset': 30}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [6], 'text': 'I'}], 'end_offset': 35, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can clear', 'start_offset': 26}, {'attachments': [], 'end_offset': 23, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence2', 'span': 'then', 'start_offset': 19}, {'arguments': {'first': [{'arguments': {'topic': [{'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 11, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 9}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 11, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can go', 'start_offset': 5}], 'second': [{'arguments': {'topic': [{'attachments': [], 'end_offset': 35, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'clear', 'start_offset': 30}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [6], 'text': 'I'}], 'end_offset': 35, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can clear', 'start_offset': 26}]}, 'attachments': [], 'end_offset': 35, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'can go in and then I can clear', 'start_offset': 5}]"
is critical victim hands,"[{'attachments': [], 'end_offset': 19, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 4}]"
a non critical victim,"[{'attachments': [], 'end_offset': 22, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 7}]"
okay I'll help you out with the critical,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 41, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 33}, {'arguments': {'topic': [{'arguments': {'helpee': [{'attachments': [], 'end_offset': 19, 'labels': ['You', 'Entity', 'Concept'], 'rule': 'you_token_capture', 'span': 'you', 'start_offset': 16}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 19, 'labels': ['HelpOffer', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'HelpOffer', 'span': 'help you', 'start_offset': 11}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 19, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will help you', 'start_offset': 7}, {'arguments': {'helpee': [{'attachments': [], 'end_offset': 19, 'labels': ['You', 'Entity', 'Concept'], 'rule': 'you_token_capture', 'span': 'you', 'start_offset': 16}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 19, 'labels': ['HelpOffer', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'HelpOffer', 'span': 'help you', 'start_offset': 11}]"
and then why don't you also grab the the non critical victim and then place them outside yeah there you go,"[{'attachments': [], 'end_offset': 94, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 90}, {'attachments': [], 'end_offset': 61, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 46}, {'arguments': {'second': [{'attachments': [{'type': 'Negation', 'value': True}], 'end_offset': 33, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'grab', 'start_offset': 29}]}, 'attachments': [{'type': 'Negation', 'value': True}], 'end_offset': 33, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then why do not you also grab', 'start_offset': 5}, {'attachments': [], 'end_offset': 70, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence2', 'span': 'then', 'start_offset': 66}, {'arguments': {'first': [{'attachments': [{'type': 'Negation', 'value': True}], 'end_offset': 33, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'grab', 'start_offset': 29}], 'second': [{'attachments': [], 'end_offset': 76, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'place', 'start_offset': 71}]}, 'attachments': [{'type': 'Negation', 'value': True}], 'end_offset': 76, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'grab the the non critical victim and then place', 'start_offset': 29}]"
