utt,labels,tokenized
 transporter moving victim 12 Zone C,"Transporter/Movement{agent:{transporter}}/Triage{agent:{transporter},target:{victim 12}, location:{Zone C}}/Victim","[5, 10, 2]"
 yeah let's go to B2 engineer said to medic,Instruction{topic{go to Room}}/Engineer/Medic,"[19, 4, 6]"
 B2,Room,[3]
 go ahead and clear these are in search for you guys B3 before there's no victim is detected,"Instruction{topic:{go ahead and clear}}/Room/Precedence{first:{there's no victim is detected}, second{go ahead and clear these}}/KnowledgeSharing{exists:{no victim}}/Victim","[19, 2]"
 E2 clear victim just outside with a marker,Room/Victim/MarkerBlock,"[3, 2, 8]"
 engineer asking help you been able to check A3 yet transporter,"Engineer/HelpRequest{agent:{engineer}, helper:{transporter}}/Room/Transporter","[4, 16, 3, 5]"
 found critical and state critical and normal victim and a three,CriticalVictim/CriticalVictim/Victim/Victim,"[1, 1, 2, 2]"
 other said,0,[0]
transporter just taking this critical victim does Zone C real quick while you guys do that,"Transporter/CriticalVictim/Triage{agent:{transporter}, target:{this critical victim}, locatio:{Zone C}}","[5, 1, 12]"
do you know the,YesNoQuestion{topic:{you know the}},[18]
 do you know the medic says that the sun is a type A and then taking up to the Zone pain or medic,"YesNoQuestion{topic:{the medic says}}/Medic/Victim/Precedence{first:{is a type A}, second:{taking up to}}/Medic","[18, 6]"
 victim here transported taking critical block to the Zone C,Victim/Triage{target:{victim}},"[2, 12]"
 yeah sounds like a good idea so transporter going over to D4,Transporter,[5]
 speaking should we continue E4 or F4 next to as we go they are high priority areas yeah that's a good idea so changing room,YesNoQuestion{topic:{continue E4 or F4}}/Room/Room/Room,"[18, 3, 3, 3]"
 transporter is indeed stuck,Transporter/HelpRequest{agent:{transporter}},"[5, 16]"
 yep got SOS symbol placed oh yeah,0,[0]
 critical,0,[0]
 transporter just took the critical victim to Zone C,"Triage{agent:{transporter}, target:{the critical victim}}/CriticalVictim","[12, 1]"
 victims over and B1 going to bring them out of the hallway critical type B transporter just have the critical victim to die C Martin room is clear,"Victim/Room/CriticalVictim/Transporter/Instruction{topic:{just have the critical victim to die}, agent:{transporter}}/CriticalVictim/Room","[2, 3, 1, 5, 19, 1, 3]"
 transporter,Transporter,[5]
 and engineer has place to non-criticals in the main hallway,Engineer/Victim,"[4, 2]"
 engineer marking B1 is clear,Engineer/MarkerBlock/Room,"[4, 8, 3]"
 did your best like yeah only at 9:48 50,YesNoQuestion{topic:{your best}},[18]
 they'll be better for transporter if you can bring type A over from main hallway up,Transporter/Victim,"[5, 2]"
 if nearby correct thank you,0,[0]
 we have A2 victims and D2 I believe,Room/Victim/Victim,"[3, 2, 2]"
 the transporter is a,Transporter,[5]
 transporter is grab the type a patient,"Transporter/Triage{agen:{transporter}, target:{the type a patient}}/Victim","[5, 12, 2]"
 I did pretty well they're only allowed to grade you on talking about is that was great at no don't have time to enter that room I took a course that's not true if I remember correctly,Room,[3]
 so far so good,0,[0]
D3 clear,Room,[3]
 transporter right behind you,"Transporter/ReportLocation{agent:{transporter}, location:{right behind you}}","[5, 14]"
but I mean I'll never need to know it right practice will be like here I'll speak music Community instead did they change that for every Institute,0,[0]
 F4 transporter on the way,Room/Transporter/Movement{agent:{transporter}},"[3, 5, 10]"
 this is the one right outside of f4 here right,Room,[3]
 you sure and double-check easy,0,[0]
 not at the moment from engineer,Engineer,[4]
 I'll mark the rims that help victims,"MarkerBlock/Plan{topi:{mark the rims}, agent:{I}}/Victim","[8, 20, 2]"
 we do have a critical victim A2 i3,CriticalVictim/Room/Room,"[1, 3, 3]"
 yep I do see that,0,[0]
 hope map condom,0,[0]
 yeah there must be an exception for military at the time it was like your kids are no longer techniques like an A B B and I forgot it was Ted Cruz or like or Santorum,KnowledgeSharing{exists:{an exception}},[13]
 it's all red engineer we're going to need you here at I3 I believe,"Engineer/HelpRequest{agent:{we}, location:{I3}, helper:{you}}/Room","[4, 16, 3]"
 oh actually never mind,Instruction{topic:{never mind}},[19]
 type a transport grabbing type B victim,Victim/Triage{target:{type B victim}}/Victim,"[2, 12, 2]"
 oh actually we do need you here Medic or engineer at i3,"HelpRequest{agent:{me}, location:{i3}, helper:{you}}/Medic/Engineer","[16, 6, 4]"
 maybe that was like 10 years ago,0,[0]
 right here,0,[0]
 is this room clear,Room/YesNoQuestion{topic:{this room}},"[3, 18]"
 this one still has a victim,KnowledgeSharing{exists:{a victim}}/Victim,"[13, 2]"
 type B,Victim,[2]
 stupid people who are poor think that it does he keep going for building building L1 damage B at building their I'm going to be the next building transporter just dropped off building stairs,"Plan{topic:{to be the next building}, agent:{I}}/Transporter","[20, 5]"
 I4 seems to still have a non critical in it,"Room/KnowledgeSharing{exists:{a non critical}, location:{it}}/Victim","[3, 13, 2]"
type B outside the entrance transport on the way to take that,"Victim/KnowledgeSharing{exists:{type B}, location:{outside the entrance}}/Movement{agent:{transport}}/Triage{agent:{transport}, target:{that}}","[2, 13]"
map a cup clearing room,Room,[3]
 engineer checking j4,Engineer/Room,"[4, 3]"
 will do,0,[0]
 okay,0,[0]
lot of advantages than starting straight up and will be born better I tried and it didn't work so here we are after work for a little bit better,0,[0]
 correct L3 and K1 same Hall,Room/Room,"[3, 3]"
 I have it marked on the map as well,MarkerBlock,[8]
 transporter on the way,Transporter/Movement{agent:{transporter}},"[5, 10]"
 it's a  lunch lady words,0,[0]
 got lots of victims in here,"Victim/KnowledgeSharing{exists:{lots of victim}, location:{here}}","[2, 13]"
 I'll take non critical outside,"Plan{topic:{take non critical}, agent:{I}}/Triage{agent:{I}, target:{non critical}, location:{outside}}/Victim","[20, 2]"
 transporter take a nap,Transporter/Instruction{topic:{take a nap}},"[5, 19]"
 running down to L3 L3 is,Movement{target:{L3}}/Room/Room,"[10, 3, 3]"
 has critical,CriticalVictim,[1]
 bringing non critical outside,"Triage{target:{non critical}, location:{outside}}/Victim","[12, 2]"
 I'll start moving critical to critical North,"Plan{topic:{start moving}, agent:{I}}/Triage{agent:{I}, target:{critical}, loation:{to critical North}}/CriticalVictim","[20, 1]"
 we I believe still have a critical down in E3,"CriticalVictim/KnowledgeSharing{exists:{a critical}, location:{E3}}/Room","[1, 13, 3]"
 yeah I'm not E3 but G3 or G2 the one marked,"Room/Room/Room/MarkerBlock/ReportLocation{agent:{I}, location:{G3 or G2}}","[3, 3, 3, 8, 14]"
 I don't know it's pretty ing if you're not into a lot of parents it's always obvious I mean if you see a picture of them in the right light okay but like maybe a late at night and you're really drunk so it's always been a voice even if it's close to her let's say you don't you don't,0,[0]
 currently I'm North Zone C,"ReportLocation{agent:{I}, location:{North Zone C}}",[14]
 is i3a covered,YesNoQuestion{topic:{i3a covered}}/Room,"[18, 3]"
I believe so,0,[0]
 what's clear M3,Room,[3]
 and I transport C over a c side just marking victims we found one critical open,"CriticalVictim/Triage{agent:{I}, target:{C}, location:{over c side}}/MarkerBlock/Victim/KnowledgeSharing{exists:{one critical}}/CriticalVictim","[1, 12, 1]"
 all right thanks everybody that's the end of Mission to you can go ahead and actually close Minecraft because we're only doing the two missions today so just hit the X on Minecraft at the top right,0,[0]
 yep we're going to go,"Plan{topic:{go}, agent:{I}}",[20]
 I wouldn't,0,[0]
 and still open,0,[0]
is this level here at an acceptable level,0,[0]
 this is medic is that section B mission one reflection,Medic,[6]
briefings with each other,0,[0]
this is medic I got in my mission critical information I received the location of rooms with critical most likely critical victims they are A2 B9 C4 D2 E5 I2 i4a M1 and M3,Medic/Room/CriticalVictim/CriticalVictim/Room/Room/Room/Room/Room/Room/Room/Room/Room,"[6, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
okay,0,[0]
 i4a E5 and C 4 S severe M1 D2 I2 is moderate M3 B9 and A2 is mild,Room/Room/Room/Room/Room/Room/Room/Room/Room/Room,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
can you repeat the canceled ones,YesNoQuestion{topic:{you repeat}},[18]
 okay,0,[0]
that's B9 E5 and i1 from my list do you have room list on yours,Room/Room/Room/YesNoQuestion{topic:{you have room list}}/Room,"[3, 3, 3, 18, 3]"
 this engineer transporter do you want to go ahead and like start marking the rooms,Engineer/Transporter/YesNoQuestion{topic:{want to go ahead and like start}}/MarkerBlock/Room,"[4, 5, 18, 8, 3]"
 and then me and medic will trail behind like looking for critical victims and regular meetings as well,"Precedence{second:{then}}/Medic/Plan{topic:{will trail behind}, agent:{me and medic}}/CriticalVictim/Meeting","[11, 1, 9]"
there are two in the kitchen area one critical 19 critical,"KnowledgeSharing{exists:{two}, location:{the kitchen area}}/Victim/CriticalVictim/Victim/Victim","[13, 2, 1, 2, 2]"
 C help stabilize this critical one thank you,"Triage{agent:{C}, target:{this critical one}}/CriticalVictim","[12, 1]"
move over here to I2,Instruction{topic:{move over}}/Room,"[19, 3]"
 and there is a critical victim in here,"KnowledgeSharing{exists:{a critical victim}, location:{here}}/CriticalVictim","[13, 1]"
 critical victim in A4,"CriticalVictim/Room/KnowledgeSharing{exists:{critical victim}, location:{A4}}","[1, 3, 13]"
I am blue engineer I'm so sorry for moving so slowly,Engineer,[4]
 under just move them out,Instruction{topic:{move them out}},[19]
 I'll help you move these eyes out,"Plan{topic:{help you move these eyes out}, agent:{I}}",[20]
 and there is yes there's a critical one,KnowledgeSharing{exists:{a critical one}}/CriticalVictim,"[13, 1]"
 help,HelpRequest,[16]
 C we're outside of yes hold on sorry,"ReportLocation{agent:{we}, location:{out of yes}}/Instruction{topic:{hold on}}",[14]
 this one's type c,CriticalVictim,[1]
 the one that's placed over there is Type C this one here is type A let's let's let's leave it here and let's clear out a few more and gets get them into the hallway for him,CriticalVictim/KnowledgeSharing{exists:{Type C}}/Victim/Instruction{topic:{leave it here}}/Instruction{topic:{clear out}}/Victim,"[1, 13, 2]"
 is A2 clear,YesNoQuestion{topic:{A2 clear}}/Room,"[18, 3]"
 yeah okay let's get A2 them,Room/Instruction{topic:{get A2 them}},"[3, 19]"
 critical,CriticalVictim,[1]
 what type of victim is this the threat of side of A2,Question{topic:{type of victim}}/Room/Victim,"[17, 3, 2]"
 this one's clear,0,[0]
 yes,0,[0]
 where is here,Question{topic:{here}},[17]
 B6,Room,[3]
 the map B7 can you check this out,YesNoQuestion{topic:{you check this out}},[18]
 and there is a regular victim in B7,Victim/Room/KnowledgeSharing{exists:{a regular victim}},"[2, 3, 13]"
 open B8 you said,Instruction{topic:{open B8}}/Room,"[19, 3]"
 okay,0,[0]
 and I'm going to B,"Movement{agent:{I}, target:{B}}",[10]
 you got,0,[0]
 I'll transport him out yeah and I'm Block B again,"Plan{topic:{transport him out}, agent:{I}}/Triage{agent:{I}, target:{him}, location:{out}}/ReportLocation{agent:{I}, location:{Block B}}",[20]
 clear close to clear put 60 B also those back ones,Instruction{topic:{clear close to}}/Instruction{topic:{clear put}},[19]
 which one has to give me number B7 yeah,Question{topic:{one}}/Room,"[17, 3]"
 are they normal or critical,Victim/CriticalVictim/YesNoQuestion{topic:{they normal or critical}},"[2, 1, 18]"
 I got the other one he's stabilized,Victim/Triage{target:{he}},"[2, 12]"
 is B B9 and B and C A are clear Daka,Room/YesNoQuestion{topic:{B B9 ad B and C A}},"[3, 18]"
 this is just meeting was clear 38,Meeting,[9]
 Zone zoom2 then we're heading over there now,"Movement{agent:{we}, target:{there}}",[10]
 help me clear it C4,"HelpRequest{agent:{me}, location:{C4}}/Room","[16, 3]"
 level B yes,0,[0]
 help me clear it c 2,"HelpRequest{agent:{me}, location:{c 2}}/Room","[16, 3]"
 not yet,0,[0]
 there are two critical victims and I4 and j4,Victim/KnowledgeSharing{exists:[two critical victims}}/Room/Room,"[2, 13, 3, 3]"
 all right,0,[0]
 I'm coming to stabilize,Movement{agent:{I}}/Triage{agent:{I}},[10]
 move him out yeah,Instruction{topic:{move him out}},[19]
